,name,form,rating,rawErg,erg,age,sire,fee,crop,dam,ems3,bmSire,damForm,sex_C,sex_F,sex_G,sex_R,avgSireRating,avgSireErg,avgSireForm,avgDamRating,avgDamErg,avgBmSireRating,avgBmSireErg,avgBmSireForm,sireIsElite,damIsElite,bmSireIsElite,sireIsEliteErg,damIsEliteErg,bmSireIsEliteErg,sireIsEliteForm,bmSireIsEliteForm,lineage_score
130,Tapwrit,4,103,62,55,12,Tapit,125000.0,9,Appealing Zophie,46,Successful Appeal,4,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,69.7675891463561,44.17746978428783,66.34871427259823,31.375526567932972,1.7073756000178917,1,0,0,1,1,0,0,0,71.773691965544
131,Colonel Liam,4,102,41,54,9,Liam's Map,20000.0,2,Amazement,48,Bernardini,0,1.0,0.0,0.0,0.0,68.8891026221722,36.125774427973305,1.6290752779893198,67.66361331421751,38.16703038521207,68.12746428142634,45.370845224131926,1.65433433077508,0,0,0,0,0,1,0,0,68.34593561327618
132,Glacier,2,91,62,48,12,Broken Vow,20000.0,12,Haddie Be Good,52,Silver Deputy,0,1.0,0.0,0.0,0.0,66.26061613107518,30.01083784942216,1.695625389324586,66.71395587243829,29.141501272969638,65.59756538188591,20.332579889899556,1.6443842817044205,0,0,0,0,0,0,0,0,66.31982742817388
133,Almashriq,2,88,103,101,10,War Front,150000.0,9,Theyskens' Theory,62,Bernardini,3,0.0,0.0,1.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,65.25241741089982,41.37227050373887,68.12746428142634,45.370845224131926,1.65433433077508,1,0,0,1,0,1,1,0,70.8407598844291
134,Mugen,2,85,89,85,5,Into Mischief,175000.0,12,Paola Queen,59,Flatter,4,0.0,1.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,68.35678552847482,38.903293045717106,67.15691145311055,38.48478532780708,1.6637595211481802,1,0,0,1,0,0,0,0,70.25695033096355
135,Don Corleone,1,82,41,35,6,More Than Ready,20000.0,19,Broad Spectrum,39,Indian Charlie,0,1.0,0.0,0.0,0.0,69.05478198060581,44.511725936844584,1.6932808273153446,67.09857125705368,30.29534742681579,67.91041275889691,34.9566383535832,1.639864450825905,0,0,0,1,0,0,0,0,68.19845284410623
136,Cartucho,2,81,49,41,5,Gun Runner,70000.0,3,Malibu Prayer,38,Malibu Moon,4,1.0,0.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,67.94011886180814,32.06995971238377,66.75195339381357,37.86865779961678,1.6177650182973196,1,0,0,1,0,0,1,0,70.46534619798682
137,Royal Flower,2,81,69,58,7,American Pharoah,90000.0,3,Modification,57,Vindication,3,0.0,1.0,0.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,66.90452368564986,39.21330647492252,67.07248656519435,29.815186152438365,1.6889242556505322,1,0,0,1,0,0,0,0,68.88898906184147
138,Encrypt,2,78,103,101,14,Tapit,80000.0,7,Ava Knowsthecode,65,Cryptoclearance,2,0.0,0.0,1.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.94867331012126,42.417108324900376,67.36002971545203,24.767489928095944,1.713621916730033,1,0,0,1,1,0,0,1,71.28876873928988
139,Akhnas,2,73,75,65,9,Medaglia d'Oro,150000.0,12,Bunairgead,56,New Approach,2,0.0,0.0,1.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,66.60678552847482,34.31995971238377,66.60678552847482,34.31995971238377,1.6878210002534653,1,0,0,1,0,0,0,0,69.29133498054225
140,African Waters,1,72,82,66,6,War Front,250000.0,13,Vaulcluse,52,A.P. Indy,0,0.0,1.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,67.0915304529784,41.63139403918609,67.2337085684556,31.33445268873147,1.5803384693373888,1,0,0,1,0,0,1,0,71.35038609221098
141,Snap Chap,0,71,49,51,9,Into Mischief,45000.0,8,Gaudete,42,Distorted Humor,0,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,61.01758914635611,36.73996978428783,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,0,0,0,0,67.84208686483828
142,Adios Reality,2,64,127,118,13,Tapit,125000.0,8,Dream Rush,70,Wild Rush,4,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.15209508944652,43.45596776990702,68.02924905566279,25.06204508395648,1.7083827179877125,1,0,0,1,1,0,0,0,71.11034926308534
143,Orsay,1,60,52,57,9,American Pharoah,100000.0,1,Life at Ten,53,Malibu Moon,4,0.0,1.0,0.0,0.0,70.82306557416975,50.19515842188116,1.5062414662029948,64.28542842277984,38.38930110324035,66.75195339381357,37.86865779961678,1.6177650182973196,1,0,0,1,0,0,0,0,67.92422574412984
144,Pellar Tate,1,59,58,64,9,Pioneerof The Nile,20000.0,7,Golden Artemis,51,Malibu Moon,2,0.0,0.0,1.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,69.09857125705368,31.141501272969638,66.75195339381357,37.86865779961678,1.6177650182973196,0,0,0,0,0,0,0,0,68.61786607563809
145,Line of Departure,0,49,81,80,11,Tapit,150000.0,10,Hooh Why,54,Cloud Hopping,4,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,61.48542842277985,35.85596776990702,64.57119035231653,32.49108425270029,1.5696584446134212,1,0,0,1,0,0,0,0,68.60830712425006
146,Pigott,0,43,82,73,8,Curlin,150000.0,9,Grazie Mille,58,Bernardini,2,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,69.52010188154983,39.488536896328945,68.12746428142634,45.370845224131926,1.65433433077508,1,0,0,1,0,1,0,0,71.04014160370912
147,Ghost at Midnight,0,34,87,76,7,Curlin,150000.0,10,Midnight Lucky,59,Midnight Lute,4,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,63.35678552847481,37.153293045717106,65.20603032160794,39.76849129689031,1.6394146194959431,1,0,0,1,0,0,0,0,68.44476578616009
157,Leslie's Rose,4,95,89,85,5,Into Mischief,175000.0,12,Wildwood Rose,59,Galileo,0,0.0,1.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,65.35678552847482,36.903293045717106,68.75551564888609,56.6782861847519,1.4612505454708105,1,0,0,1,0,1,0,0,69.44674096032989
158,Whitecliffsofdover,3,85,84,81,12,War Front,80000.0,7,Orate,58,A.P. Indy,2,1.0,0.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,69.1520950894465,32.85596776990702,67.2337085684556,31.33445268873147,1.5803384693373888,1,0,0,1,0,0,1,0,72.07158371497482
159,Theismann,0,81,83,72,6,Quality Road,150000.0,9,Brielle's Appeal,59,English Channel,2,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,66.84376603106342,33.34904695896412,63.79346751219725,35.54399560498732,1.5750350182094688,1,0,0,1,0,0,0,0,69.08249288047358
160,Corporal,2,74,70,57,5,Gun Runner,70000.0,3,Kathballu,50,Bluegrass Cat,2,1.0,0.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,66.2074023946998,31.985410595327753,63.78125099628078,37.19683342682828,1.668100858774246,1,0,0,1,0,0,1,0,69.41329007486898
161,Tornado Road,2,65,73,72,5,Quality Road,200000.0,10,Checkupfromzneckup,54,Dixie Union,2,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,68.52010188154983,43.13139403918609,65.96197730974613,32.54471999259357,1.6636348755430077,1,0,0,1,1,0,0,0,69.99448689777616
163,Tathqeef,2,92,69,66,13,Tapit,125000.0,8,Foxy Danseur,52,Mr. Greeley,2,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,66.16295902440699,28.845679753471806,64.57079260162652,28.80666560646624,1.5970479210593018,1,0,0,1,0,0,0,0,70.24538317221605
164,War Ride,2,88,71,0,14,Unbridled's Song,100000.0,15,Irish Smoke,62,Smoke Glacken,4,1.0,0.0,0.0,0.0,68.20254722932115,16.798092680151353,1.509279640227733,71.0915304529784,23.917108324900376,65.4816646805099,29.205285260732275,1.696312826471418,0,1,0,0,0,0,0,0,68.8055589752795
165,Fort McHenry,2,83,76,70,9,Tapit,300000.0,12,Love the Chase,51,Not For Love,2,0.0,0.0,1.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,65.25241741089982,36.44919358066194,69.19316801213316,28.061344645329562,1.7370665906893346,1,0,0,1,0,0,0,1,70.62004991906454
166,Meta Max,2,83,62,55,6,Into Mischief,20000.0,11,Zapara,45,Not For Love,0,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,68.56010971859213,32.91073204220041,69.19316801213316,28.061344645329562,1.7370665906893346,1,0,0,1,0,0,0,1,70.633552281358
167,Coinvest,1,80,41,46,5,City of Light,40000.0,2,Numero d'Oro,48,Medaglia d'Oro,0,1.0,0.0,0.0,0.0,70.17908789493615,42.68338089652774,1.5557988615618583,71.8772447386927,29.48853689632895,69.32199187627299,42.200425429038376,1.6913922770924363,1,1,0,1,0,1,0,0,70.64487838745146
168,Johnnypump,2,80,54,48,9,Quality Road,35000.0,6,What'smineismine,46,Mineshaft,2,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,67.0915304529784,34.27425118204324,66.046636291688,34.71387631772604,1.6562598265383714,1,0,0,1,0,0,0,0,69.50718574506745
169,Extricate,2,78,71,59,12,Medaglia d'Oro,100000.0,9,Kid Kate,54,Lemon Drop Kid,2,1.0,0.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,66.94011886180814,34.653293045717106,66.8106287144315,33.12197790767866,1.591806906257921,1,0,0,1,0,0,0,0,69.4385781251024
170,A.P. Sonata,1,72,89,0,15,A.P. Indy,150000.0,18,Moonlight Sonata,67,Carson City,3,0.0,1.0,0.0,0.0,67.78551937916808,20.17452347948206,1.5115387274109813,65.17549433397674,34.679962811431174,68.06521199242786,24.350865372368062,1.6495609680504182,0,0,0,0,0,0,0,0,66.91396450534008
171,Something Wicked,2,70,129,133,5,Gun Runner,70000.0,3,Just Wicked,69,Tapit,4,0.0,1.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,65.94011886180814,43.153293045717106,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,1,1,0,1,0,69.67741635247059
172,Sergei Prokofiev,3,69,54,55,10,Scat Daddy,35000.0,8,Orchard Beach,45,Tapit,1,1.0,0.0,0.0,0.0,73.26225357550668,31.552703697716126,1.7150573009210992,67.40626356474598,36.141501272969634,66.1657544237053,39.99147027528695,1.607031160335606,1,0,0,0,0,0,1,0,70.14818219897023
173,Leslie's Harmony,1,66,67,0,13,Curlin,40000.0,4,Leslie's Lady,56,Tricky Creek,0,0.0,1.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,68.44011886180814,30.653293045717106,68.84505943090407,22.659979856191885,1.7189105001267329,1,0,0,1,0,0,0,1,70.76978681922117
174,Magical Road,1,65,95,83,5,Quality Road,200000.0,10,Magical World,63,Distorted Humor,2,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,67.02010188154983,46.988536896328945,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,1,0,0,0,69.80258228689709
175,Evergrande,1,64,44,41,6,Uncle Mo,125000.0,8,Nikki's Choice,38,Forestry,2,0.0,1.0,0.0,0.0,69.77932858908008,51.85774453374613,1.5845590805315397,66.25241741089982,31.449193580661944,67.31342856701326,27.948197062472484,1.6599086178278053,0,0,0,1,0,0,0,0,68.17502467340697
176,Prominence,0,64,54,0,15,Empire Maker,50000.0,7,Sluice,54,Seeking The Gold,0,1.0,0.0,0.0,0.0,65.82800548592961,41.55707506364848,1.485591738473237,60.377244738692696,24.845679753471806,67.69246550262211,25.071151141895967,1.6612269532805035,0,0,0,0,0,0,0,0,64.19990822690056
177,Temperit,1,59,64,66,11,Tapit,150000.0,10,Quiet Temper,45,Quiet American,4,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,69.80581616726413,35.27425118204324,67.44300990272167,25.829015943782096,1.639462000008791,1,0,0,1,0,0,0,0,71.95121576738033
178,Danzit,1,55,72,72,5,Tapit,200000.0,16,Danzatrice,48,Dunkirk,2,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.71395587243829,36.52611665758502,61.36719379791777,39.63712559102162,1.6519232858229138,1,0,0,1,0,0,0,0,70.3076922484707
179,Azm,1,50,93,81,11,Tapit,150000.0,10,Marketing Mix,59,Medaglia d'Oro,4,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,64.02558421288161,34.16722877714594,69.32199187627299,42.200425429038376,1.6913922770924363,1,0,0,1,0,1,0,0,70.20998187937914
180,Celestial Smile,0,46,102,0,13,Tiznow,75000.0,11,Countess Lemonade,69,Storm Cat,2,0.0,1.0,0.0,0.0,64.93081402329211,34.74062954177614,1.516337504511355,63.66194784924525,26.80359241350957,67.87505798218025,28.003393941971595,1.6425347822934346,0,0,0,0,0,0,0,0,64.92834745620893
181,Beyond Ambition,0,31,96,103,11,Tapit,20000.0,10,Arienza,60,Giant's Causeway,2,0.0,1.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,61.190118861808145,37.153293045717106,66.00739861759916,37.64527622679458,1.609250709073076,1,0,0,1,0,0,0,0,68.72038001770237
182,Semifinal,0,26,149,150,9,War Front,200000.0,10,Tiffany's Honour,70,Street Cry,0,0.0,0.0,1.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,64.10678552847482,45.73662637905044,68.04590815795642,38.37104646797287,1.6744139333405752,1,0,0,1,1,0,1,0,70.42755530705985
183,I'm Baffled,0,22,90,100,7,Medaglia d'Oro,250000.0,14,Baffled,61,Distorted Humor,2,0.0,1.0,0.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,68.7050891463561,50.30246978428783,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,1,0,0,0,70.26211540311232
193,Malathaat,4,106,95,89,8,Curlin,150000.0,9,Dreaming of Julia,63,A.P. Indy,4,0.0,1.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,69.02345219514147,44.48662637905044,67.2337085684556,31.33445268873147,1.5803384693373888,1,0,0,1,1,0,0,0,70.73225085652057
194,Instilled Regard,4,102,98,56,11,Arch,20000.0,16,Enhancing,67,Forestry,2,1.0,0.0,0.0,0.0,70.85787992734946,26.094891045471304,1.6290098510800084,69.48318664166905,40.29534742681579,67.31342856701326,27.948197062472484,1.6599086178278053,1,0,0,0,0,0,0,0,69.84506957331088
195,Mirahmadi,3,99,70,61,5,Into Mischief,175000.0,12,More Chocolate,50,Malibu Moon,4,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,65.5915304529784,38.20282261061466,66.75195339381357,37.86865779961678,1.6177650182973196,1,0,0,1,0,0,0,0,69.22836734564527
196,Mosler,2,99,56,0,15,War Front,10000.0,4,Gold Vault,55,Arch,2,1.0,0.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,71.25241741089982,32.679962811431174,68.42173560102,36.15175975089136,1.6813547820986317,1,1,0,1,0,0,1,0,72.98490058236814
197,Imagination,4,98,60,62,5,Into Mischief,175000.0,12,Magical Feeling,45,Empire Maker,4,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,72.8925891463561,45.67746978428783,69.03365952938701,37.32563770164891,1.6437309515485499,1,1,0,1,1,0,0,0,72.12599380866348
198,Spice is Nice,3,95,77,69,9,Curlin,100000.0,8,Dame Dorothy,56,Bernardini,4,0.0,1.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,70.56010971859213,38.83380896527733,68.12746428142634,45.370845224131926,1.65433433077508,1,1,0,1,0,1,0,0,71.40414434667392
199,Ghazaaly,2,91,67,62,8,Curlin,150000.0,9,Transportation,51,Giant's Causeway,2,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,59.51758914635611,37.17746978428783,66.00739861759916,37.64527622679458,1.609250709073076,1,0,0,1,0,0,0,0,67.22125229681723
200,Storm Ready,1,89,56,61,6,City of Light,35000.0,1,Ghostslayer,55,Ghostzapper,2,1.0,0.0,0.0,0.0,70.17908789493615,42.68338089652774,1.5557988615618583,70.94867331012126,34.70282261061466,67.91277681261727,42.1118052873438,1.667686152622657,1,1,0,1,0,1,0,0,70.1084961279031
201,Camera,2,85,84,79,5,Curlin,175000.0,12,Cassies Dreamer,58,Flatter,3,0.0,1.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,67.2074023946998,33.98541059532775,67.15691145311055,38.48478532780708,1.6637595211481802,1,0,0,1,0,0,0,0,70.08511385906422
202,Change of Command,2,83,64,55,5,Into Mischief,175000.0,12,Moi,47,Medaglia d'Oro,1,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,67.02558421288161,31.80359241350957,69.32199187627299,42.200425429038376,1.6913922770924363,1,0,0,1,0,1,0,0,70.11579193398029
203,Normandy Landing,2,79,68,55,5,Gun Runner,70000.0,3,Perfect Flute,49,Pleasantly Perfect,2,1.0,0.0,0.0,0.0,73.34702317456387,49.779264484547674,1.729077759178228,66.85678552847482,34.903293045717106,64.85351782927123,32.08549395685757,1.6281731500380197,1,0,0,1,0,0,1,0,69.8014141966388
204,Lake Superior,1,75,52,45,5,Quality Road,200000.0,10,Celibataire,43,Broken Vow,1,1.0,0.0,0.0,0.0,72.2363092855436,47.52227802858272,1.6724044243674687,68.94472510320752,33.29534742681579,66.73003821518962,34.73859370083146,1.6128891371339182,1,0,0,1,0,0,0,0,70.25831416117288
205,American Heroine,2,74,80,66,7,War Front,250000.0,12,Chatham,52,Maria's Mon,2,0.0,1.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,68.02345219514147,30.069959712383774,64.64315033336986,25.173971687985176,1.6211958602752907,1,0,0,1,0,0,1,0,71.2879749667052
206,North Pole,2,74,74,79,8,Pioneerof The Nile,110000.0,8,Uptown Twirl,59,Twirling Candy,0,1.0,0.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,68.44011886180814,37.153293045717106,67.44945371593228,36.642338722017804,1.5368780000894584,0,0,0,0,0,0,0,0,68.49203278561995
207,Pioneer of the Sky,2,60,86,73,9,Pioneerof The Nile,125000.0,7,Graeme Six,63,Graeme Hall,3,0.0,1.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,72.40452368564986,50.324417586033626,71.29963581062152,42.4870493440903,1.7108598431968938,0,1,1,0,1,1,0,0,70.45710178816793
208,Seclusive,0,58,114,95,10,Tapit,300000.0,11,Serena's Cat,65,Storm Cat,0,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,67.3772447386927,47.917108324900376,67.87505798218025,28.003393941971595,1.6425347822934346,1,0,0,1,1,0,0,0,71.16602297929911
209,Just Jules,0,57,50,52,5,Justify,150000.0,2,Fully Living,52,Unbridled's Song,2,0.0,1.0,0.0,0.0,69.77278768292847,46.85999664269865,1.4253739722433443,69.75209508944651,41.18930110324035,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,1,0,0,0,0,69.37941503147746
210,Tizatude,0,29,64,64,12,Street Cry,100000.0,11,Tizso,52,Cee's Tizzy,0,0.0,1.0,0.0,0.0,71.01472903841032,34.297005937340295,1.7385500230234663,63.77345219514148,29.903293045717106,61.69161648267625,25.416829382858033,1.5329961053431997,1,0,0,0,0,0,1,0,67.08181525990612
212,Gina Romantica,4,105,84,81,7,Into Mischief,100000.0,10,Special Me,57,Unbridled's Song,0,0.0,1.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,71.61876175611317,39.52263443657368,67.19858605804627,32.42629377704712,1.5784486517719196,1,1,0,1,0,0,0,0,71.40489320137735
213,Adam's Angel,1,66,92,91,7,Into Mischief,100000.0,10,Mary Rita,60,Distorted Humor,2,0.0,1.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,68.8772447386927,43.63139403918609,68.18261323721907,35.74295483005538,1.6589007919699306,1,0,0,1,1,0,0,0,70.59296632215609
214,Maggie Fitz,1,53,63,68,9,Ghostzapper,60000.0,11,Capitulation,51,Distorted Humor,2,0.0,1.0,0.0,0.0,68.32297039985089,44.31672510626241,1.6374778823607203,64.27345219514147,30.23662637905044,68.18261323721907,35.74295483005538,1.6589007919699306,0,0,0,1,0,0,0,0,66.88458545380782
215,Flightline,4,126,107,95,8,Tapit,300000.0,13,Feathered,63,Indian Charlie,3,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,72.52010188154983,54.845679753471806,67.91041275889691,34.9566383535832,1.639864450825905,1,1,0,1,1,0,0,0,72.97132619580661
216,Thousand Words,4,104,71,73,9,Pioneerof The Nile,125000.0,7,Pomeroys Pistol,57,Pomeroy,4,1.0,0.0,0.0,0.0,68.84114625319452,37.62342742035382,1.6148901238167659,67.09857125705368,34.679962811431174,64.60703565854244,32.82098791371513,1.7063463000760397,0,0,0,0,0,0,0,0,67.59612841534741
217,Gold Shield,2,100,73,0,14,Medaglia d'Oro,100000.0,7,Dream Supreme,56,Seeking The Gold,4,0.0,0.0,1.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,71.3293404878229,27.833808965277328,67.69246550262211,25.071151141895967,1.6612269532805035,1,1,0,1,0,0,0,0,71.10708121243616
218,Good Magic,4,100,104,90,11,Curlin,25000.0,6,Glinda the Good,67,Hard Spun,2,1.0,0.0,0.0,0.0,72.97797260590544,47.33428480554249,1.7072440827124842,69.1520950894465,51.789301103240355,65.37018432380538,43.76644988010253,1.6138130896166365,1,0,0,1,1,1,0,0,70.4977472328298
219,Marzo,3,97,63,51,11,Medaglia d'Oro,100000.0,10,Spring Party,50,Smart Strike,0,0.0,0.0,1.0,0.0,71.97588443260966,53.38421716265162,1.439835861049731,68.89890743186457,34.57879509109443,68.58524744227446,37.3209530386376,1.5866112931318956,1,0,0,1,0,0,0,0,70.3903469337986
220,The Great War,2,97,71,0,14,War Front,15000.0,5,Guide,53,Pulpit,2,1.0,0.0,0.0,0.0,75.56658829680042,60.3706308715131,1.7310289114052386,67.2675891463561,27.17746978428783,68.92912981417003,31.646506977278978,1.688995738101273,1,0,0,1,0,0,1,0,71.66631982175035
221,Dream Team,2,96,62,63,14,Tapit,80000.0,7,Pretty 'n Smart,48,Beau Genius,2,1.0,0.0,0.0,0.0,74.80545724685928,75.33113544800872,1.6595716893997001,73.44867331012126,35.05996546775752,67.88491283760239,20.557061379234273,1.5671671220254046,1,1,0,1,0,0,0,0,73.29250120761243
222,Tatters to Riches,0,96,37,29,11,Union Rags,20000.0,2,Poco Mas,46,A.P. Indy,1,0.0,0.0,1.0,0.0,63.6989059627462,36.1663280939844,1.5237423038038853,66.86780202628444,30.06457819604656,67.2337085684556,31.33445268873147,1.5803384693373888,0,0,0,0,0,0,0,0,65.33823997584099
223,Gunoe,2,91,64,53,7,Into Mischief,100000.0,10,Curlina,47,Cuvee,2,1.0,0.0,0.0,0.0,72.51707735606158,50.846145621497655,1.6744161734858012,72.7050891463561,41.36496978428783,68.77022404591563,31.428225814678537,1.7304676863341488,1,1,0,1,0,0,0,1,72.02085348614277
